Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,City
21/01/2016,-6.8,-2.2,-9.4,1003.5,74.0,0.0,23.2,23.5,37.0,51.9,0,1,0,0,Halifax
22/01/2016,-8.9,-5.8,-11.1,1009.5,74.0,0.0,24.0,22.2,29.4,38.9,0,1,0,0,Halifax
23/01/2016,-10.4,-6.6,-14.1,1018.6,77.0,0.0,24.1,13.1,18.3,49.46666666666667,0,0,0,0,Halifax
24/01/2016,-5.8,-2.9,-14.1,1007.2,81.0,0.0,24.1,26.9,37.0,55.4,0,0,0,0,Halifax
25/01/2016,-6.7,-2.6,-10.1,1016.6,80.0,0.0,24.1,13.9,22.2,29.4,0,0,0,0,Halifax
26/01/2016,-1.6,6.0,-8.0,1021.9,81.0,0.0,24.1,21.3,46.5,57.6,0,0,0,0,Halifax
27/01/2016,4.6,6.1,2.0,1007.0,87.0,0.0,20.0,23.0,40.7,57.6,1,0,0,0,Halifax
28/01/2016,-2.6,5.5,-8.3,1016.1,58.0,0.0,24.1,14.3,24.1,29.4,0,0,0,0,Halifax
29/01/2016,0.0,1.2,-8.3,1000.5,83.66666666666667,7.62,13.8,18.0,35.2,48.2,1,1,0,0,Halifax
30/01/2016,-1.9,1.1,-3.3,1001.3,96.0,25.15,13.0,24.6,38.9,51.9,0,1,0,0,Halifax
31/01/2016,-0.2,3.0,-4.0,1013.7,97.0,2.79,12.6,14.6,25.9,33.5,0,1,0,0,Halifax
1/02/2016,3.8,6.5,-2.9,1006.9,99.0,0.0,5.1,21.3,37.0,50.0,0,0,0,1,Halifax
2/02/2016,0.7,6.1,-3.0,1016.4,61.0,0.0,24.1,20.9,33.5,44.6,0,0,0,0,Halifax
3/02/2016,-6.9,2.2,-10.9,1030.9,77.0,0.0,24.1,8.9,24.1,38.9,0,1,0,0,Halifax
4/02/2016,6.8,10.0,-1.0,1016.5,97.0,9.65,8.2,29.4,48.2,66.5,1,1,0,1,Halifax
5/02/2016,3.6,8.0,0.0,1014.0,100.0,23.88,6.3,15.2,29.4,35.2,1,0,0,1,Halifax
6/02/2016,-4.3,0.0,-8.0,1014.3,87.0,12.19,16.1,31.7,53.5,75.9,1,1,0,0,Halifax
7/02/2016,-0.8,3.9,-7.8,1020.6,82.0,0.0,24.1,20.6,33.5,51.9,0,1,0,0,Halifax
8/02/2016,-6.6,4.2,-9.2,1016.6,71.0,0.0,20.0,27.0,42.4,57.6,0,1,0,0,Halifax
9/02/2016,-4.3,-2.0,-6.0,999.1,91.0,48.26,9.7,23.7,40.7,57.6,0,1,0,0,Halifax
10/02/2016,-4.4,-1.9,-8.2,1000.0,89.0,0.0,24.1,13.7,22.2,33.5,0,0,0,0,Halifax
11/02/2016,-3.4,-1.0,-8.0,1000.8,91.0,0.0,20.4,9.4,16.5,27.8,0,1,0,0,Halifax
12/02/2016,-7.6,-1.6,-12.0,1007.8,79.0,1.02,21.2,21.9,29.4,40.7,0,1,0,0,Halifax
13/02/2016,-12.2,-10.0,-14.0,1010.7,78.0,0.0,18.8,15.2,29.4,37.0,0,1,0,0,Halifax
14/02/2016,-11.7,-10.0,-14.0,1009.3,82.0,5.59,17.1,21.7,37.0,48.2,0,1,0,0,Halifax
15/02/2016,-13.8,-6.9,-17.1,1027.0,70.0,0.25,20.3,21.3,31.7,44.6,0,1,0,0,Halifax
16/02/2016,-0.9,9.0,-10.0,1031.3,84.0,2.29,19.0,23.5,38.9,61.1,1,1,0,0,Halifax
17/02/2016,9.2,11.0,3.0,1008.4,95.0,14.99,13.2,31.7,57.6,85.2,1,0,0,1,Halifax
18/02/2016,-0.9,11.4,-4.2,1018.8,88.0,1.02,24.1,14.8,27.8,40.7,0,1,0,0,Halifax
19/02/2016,-3.7,2.8,-7.3,1027.1,67.0,0.0,24.1,22.6,31.7,46.5,1,0,0,0,Halifax
20/02/2016,-2.1,2.0,-6.0,1023.5,62.0,0.0,22.9,14.8,29.4,50.0,1,0,0,0,Halifax
21/02/2016,4.9,7.0,2.0,1007.9,99.0,13.21,6.3,21.3,35.2,55.4,1,0,0,1,Halifax
22/02/2016,-0.1,3.0,-4.0,1012.3,77.0,0.0,24.1,18.3,31.7,37.0,0,0,0,0,Halifax
23/02/2016,-7.4,-2.0,-12.0,1030.5,60.0,0.0,24.0,10.2,18.3,61.73333333333333,0,0,0,0,Halifax
24/02/2016,-2.5,5.0,-8.0,1030.7,84.0,2.54,18.7,20.6,42.4,63.0,1,1,0,0,Halifax
25/02/2016,10.0,13.0,4.0,1006.6,100.0,20.57,2.3,30.6,53.5,85.2,1,0,0,1,Halifax
26/02/2016,4.3,11.0,0.0,992.6,89.0,16.26,18.5,32.2,46.5,70.6,1,1,0,0,Halifax
27/02/2016,-3.8,0.0,-8.0,1008.1,60.0,0.0,24.0,22.2,37.0,46.5,0,1,0,0,Halifax
28/02/2016,1.4,7.0,-7.8,1008.7,69.0,0.0,24.1,22.6,35.2,50.0,0,0,0,0,Halifax
29/02/2016,4.8,13.0,-2.0,1007.2,83.0,0.0,20.1,24.8,51.9,72.2,0,0,0,1,Halifax
1/03/2016,3.2,7.3,-2.0,1007.6,68.0,0.0,22.7,25.6,44.6,63.0,1,0,0,0,Halifax
2/03/2016,0.3,10.0,-7.0,1014.4,77.0,5.08,17.7,26.5,51.9,79.5,1,0,0,0,Halifax
3/03/2016,-2.3,10.0,-9.0,1006.1,78.0,31.5,15.6,31.5,44.6,61.1,1,1,0,0,Halifax
4/03/2016,-8.3,-3.0,-13.0,1025.0,57.0,0.0,24.1,15.9,31.7,42.4,0,1,0,0,Halifax
5/03/2016,-5.6,-2.7,-12.6,1015.0,79.0,21.08,10.0,29.6,53.5,70.6,0,1,0,0,Halifax
6/03/2016,-6.7,-2.0,-11.0,1020.5,72.0,1.27,23.2,19.4,46.5,63.0,0,1,0,0,Halifax
7/03/2016,-2.1,2.9,-10.9,1022.7,63.0,0.0,24.1,14.1,27.8,37.0,0,1,0,0,Halifax
8/03/2016,0.8,6.0,-2.0,1015.2,76.0,0.0,21.2,19.6,33.5,48.2,0,1,0,0,Halifax
9/03/2016,-2.7,3.0,-6.0,1021.0,71.0,0.0,24.1,11.7,24.1,38.9,1,1,0,0,Halifax
10/03/2016,3.1,7.0,-1.0,1012.4,94.0,2.03,17.5,18.7,35.2,38.9,1,0,0,0,Halifax
11/03/2016,-2.1,-0.6,-3.0,1013.6,91.0,8.89,15.4,15.4,27.8,44.6,1,1,0,0,Halifax
12/03/2016,-2.8,0.0,-6.0,1019.1,83.0,0.0,24.1,14.6,22.2,35.2,0,0,0,0,Halifax
13/03/2016,1.8,5.1,-6.4,1005.3,75.0,0.0,24.1,26.9,42.4,63.0,1,0,0,0,Halifax
14/03/2016,-2.4,5.1,-6.5,1026.2,55.0,0.0,24.1,23.0,48.2,70.6,0,0,0,0,Halifax
15/03/2016,-2.4,2.3,-7.1,1026.2,79.0,0.0,24.1,17.0,27.8,33.5,0,0,0,0,Halifax
16/03/2016,3.3,8.0,-7.1,1013.7,93.0,5.84,13.5,18.9,25.9,35.2,1,1,0,0,Halifax
17/03/2016,1.1,8.7,-2.0,1009.1,93.0,0.0,16.3,12.6,20.6,33.45,1,1,0,0,Halifax
18/03/2016,0.9,4.0,-2.0,1001.7,99.0,5.33,4.5,14.3,22.2,31.7,1,1,0,1,Halifax
19/03/2016,-4.1,3.8,-6.5,1009.0,80.0,0.0,21.6,19.4,37.0,33.45,0,1,0,0,Halifax
20/03/2016,-5.4,0.0,-10.0,1019.2,59.0,0.0,23.8,14.4,24.1,31.7,0,1,0,0,Halifax
21/03/2016,-2.6,3.3,-9.7,1008.2,92.0,17.53,15.0,20.2,50.0,66.5,1,1,0,0,Halifax
22/03/2016,-3.1,3.3,-6.1,1001.4,73.0,1.78,21.1,35.4,46.5,68.3,0,1,0,0,Halifax
23/03/2016,0.7,4.2,-4.6,1011.3,92.0,3.81,20.0,19.6,31.7,42.4,1,1,0,0,Halifax
24/03/2016,-4.9,4.2,-9.2,1023.3,57.0,0.0,24.1,14.8,24.1,42.63333333333333,0,0,0,0,Halifax
25/03/2016,-0.1,9.0,-4.0,1017.9,76.0,0.25,15.3,22.0,42.4,51.9,1,0,0,1,Halifax
26/03/2016,1.4,9.5,-3.5,1019.0,91.0,18.8,19.0,25.4,33.5,48.2,1,0,0,0,Halifax
27/03/2016,-2.6,4.0,-6.2,1030.8,85.0,0.0,24.1,9.4,18.3,27.8,0,0,0,0,Halifax
28/03/2016,1.6,7.0,-2.2,1019.4,90.0,0.51,17.5,17.2,37.0,46.5,1,1,0,1,Halifax
29/03/2016,4.8,9.0,-1.0,986.6,94.0,20.32,8.7,38.0,55.4,72.2,1,1,0,1,Halifax
30/03/2016,0.8,7.0,-4.0,1014.1,55.0,0.76,23.0,27.6,38.9,57.6,0,1,0,0,Halifax
31/03/2016,6.7,16.0,-3.5,1015.8,68.0,0.0,23.7,26.1,44.6,61.1,0,0,0,0,Halifax
1/04/2016,10.2,17.1,1.4,1008.3,97.0,2.79,13.7,35.6,51.9,77.8,1,0,0,1,Halifax
2/04/2016,10.0,11.3,7.0,999.6,99.0,21.59,8.4,15.9,42.4,59.4,1,0,0,1,Halifax
3/04/2016,4.6,7.0,-3.0,986.8,95.0,7.62,13.8,17.2,63.0,79.5,1,1,0,1,Halifax
4/04/2016,-5.1,-1.0,-9.0,1009.2,61.0,8.38,22.4,30.7,53.5,68.3,0,1,0,0,Halifax
5/04/2016,-5.0,-0.7,-8.9,1017.9,72.0,8.13,19.8,18.1,29.4,38.9,0,1,0,0,Halifax
6/04/2016,-5.9,0.0,-10.0,1021.7,52.0,0.0,24.1,21.1,37.0,51.9,0,0,0,0,Halifax
7/04/2016,2.6,11.0,-3.0,1022.9,68.0,0.25,22.7,24.8,48.2,70.6,1,1,0,0,Halifax
8/04/2016,8.9,10.0,7.0,1009.2,93.0,12.45,16.3,34.6,57.6,87.0,1,0,0,1,Halifax
9/04/2016,6.2,9.0,3.0,1004.9,85.0,4.06,17.7,18.1,31.7,44.6,1,0,0,1,Halifax
10/04/2016,-0.2,2.1,-3.0,1009.0,85.0,13.97,15.8,25.2,48.2,66.5,0,1,0,1,Halifax
11/04/2016,0.6,6.0,-4.0,1027.9,68.0,0.0,24.0,18.1,27.8,38.9,0,0,0,0,Halifax
12/04/2016,7.8,13.0,3.0,1024.8,93.0,3.3,16.1,22.8,35.2,50.0,1,0,0,0,Halifax
13/04/2016,8.0,12.7,4.8,1022.4,87.0,15.24,15.6,21.9,35.2,53.5,1,0,0,0,Halifax
14/04/2016,1.9,6.0,-2.0,1026.1,75.0,0.0,22.2,20.7,35.2,53.5,0,0,0,1,Halifax
15/04/2016,0.1,6.5,-1.8,1025.3,97.0,45.97,5.3,33.5,42.4,61.1,1,1,0,0,Halifax
16/04/2016,0.8,3.0,-0.2,1029.4,94.0,6.86,16.4,29.3,37.0,46.5,1,1,0,0,Halifax
17/04/2016,2.2,11.0,-2.0,1028.7,81.0,0.0,19.3,12.0,24.1,37.0,1,1,0,0,Halifax
18/04/2016,3.9,11.5,-2.1,1021.4,68.0,0.0,24.0,22.0,37.0,51.9,0,0,0,0,Halifax
19/04/2016,0.8,8.1,-3.5,1016.9,69.0,0.0,24.0,13.3,20.6,53.166666666666664,0,0,0,0,Halifax
20/04/2016,2.2,8.2,-3.5,1015.2,66.0,0.0,24.0,21.9,44.6,59.4,0,0,0,0,Halifax
21/04/2016,7.3,18.0,0.0,1011.2,46.0,0.0,24.0,25.0,46.5,59.4,0,0,0,0,Halifax
22/04/2016,10.9,20.0,2.0,1009.9,46.0,0.0,24.1,20.0,29.4,40.7,0,0,0,0,Halifax
23/04/2016,11.4,20.4,2.3,1008.4,61.0,0.0,24.1,12.8,22.2,50.0,1,0,0,0,Halifax
24/04/2016,4.9,8.0,2.0,1007.2,85.0,6.6,15.6,23.2,31.7,44.6,1,0,0,0,Halifax
25/04/2016,3.5,8.6,-2.4,1012.3,48.0,0.0,24.1,18.0,40.7,55.4,0,0,0,0,Halifax
26/04/2016,3.2,8.6,-2.4,1011.2,49.0,0.0,22.4,9.4,20.6,50.0,0,1,0,0,Halifax
27/04/2016,3.6,11.0,-2.0,1007.9,67.0,2.03,20.1,14.8,37.0,46.5,0,1,0,1,Halifax
28/04/2016,2.0,11.1,-2.0,1011.1,63.0,0.0,24.0,24.3,37.0,55.4,1,1,0,0,Halifax
29/04/2016,2.6,9.0,-3.0,1019.9,40.0,0.0,24.1,13.3,22.2,37.0,0,0,0,0,Halifax
30/04/2016,5.8,13.5,-3.0,1021.6,45.0,0.0,24.1,13.7,22.2,33.5,0,0,0,0,Halifax
1/05/2016,7.7,15.2,-1.0,1024.3,43.0,0.0,24.1,11.7,25.9,33.5,0,0,0,0,Halifax
2/05/2016,6.8,15.2,0.0,1022.9,52.0,0.0,24.1,17.0,27.8,37.0,1,0,0,0,Halifax
3/05/2016,7.8,12.6,2.3,1009.4,92.0,7.87,13.5,20.6,29.4,40.7,1,0,0,1,Halifax
4/05/2016,5.4,10.0,2.0,1012.0,86.0,0.0,22.7,16.3,24.1,31.7,0,0,0,0,Halifax
5/05/2016,5.1,9.9,2.2,1011.4,95.0,15.49,10.0,17.2,25.9,35.2,1,0,0,1,Halifax
6/05/2016,7.3,11.0,5.0,1005.8,100.0,26.42,3.5,14.4,25.9,37.0,1,0,0,1,Halifax
7/05/2016,7.7,13.9,4.4,1014.7,93.0,0.51,14.2,9.8,14.8,49.575,1,0,0,1,Halifax
8/05/2016,11.3,18.0,8.0,1004.7,90.0,0.51,7.9,12.8,33.5,46.5,1,0,0,1,Halifax
9/05/2016,8.1,18.6,3.9,1004.9,63.0,0.0,23.7,34.6,51.9,68.3,1,0,0,0,Halifax
10/05/2016,7.8,12.4,3.9,1012.8,56.0,0.0,24.1,25.6,33.5,46.5,0,0,0,0,Halifax
11/05/2016,9.4,14.0,5.0,1014.9,56.0,0.0,24.1,16.5,31.7,46.5,0,0,0,0,Halifax
12/05/2016,9.8,17.0,5.0,1015.8,43.0,0.0,24.1,19.8,35.2,48.2,0,0,0,0,Halifax
13/05/2016,7.8,14.0,1.0,1018.5,55.0,0.0,24.0,14.6,24.1,29.4,0,0,0,0,Halifax
14/05/2016,10.3,18.0,5.0,1005.5,94.0,4.32,12.4,16.5,27.8,42.4,1,0,0,1,Halifax
15/05/2016,11.9,18.0,6.7,1002.0,92.0,0.25,14.2,13.3,25.9,37.0,1,0,0,1,Halifax
16/05/2016,7.1,10.0,4.0,1000.7,76.0,1.52,23.5,29.1,44.6,59.4,1,0,0,0,Halifax
17/05/2016,8.1,14.0,3.0,1009.7,69.0,0.76,24.1,25.9,33.5,48.2,1,0,0,0,Halifax
18/05/2016,12.4,19.0,6.0,1016.8,52.0,0.0,24.1,13.7,24.1,35.2,0,0,0,0,Halifax
19/05/2016,13.1,19.4,5.2,1020.0,53.0,0.0,24.1,12.4,24.1,31.7,0,0,0,0,Halifax
20/05/2016,12.2,19.0,7.0,1018.9,67.0,0.51,24.1,9.6,20.6,27.8,1,0,0,0,Halifax
21/05/2016,18.2,26.1,7.3,1016.0,41.0,0.0,24.1,17.2,29.4,44.6,0,0,0,0,Halifax
22/05/2016,14.4,19.2,11.0,1014.9,64.0,0.0,22.0,16.7,31.7,44.6,1,0,0,0,Halifax
23/05/2016,11.5,13.4,9.0,1009.7,97.0,7.87,5.0,21.7,33.5,51.9,1,0,0,0,Halifax
24/05/2016,10.8,18.0,6.0,1017.1,97.0,0.0,9.2,11.5,24.1,40.0,1,0,0,1,Halifax
25/05/2016,14.3,21.0,11.0,1015.8,90.0,1.02,7.7,13.7,24.1,35.2,1,0,0,1,Halifax
26/05/2016,13.4,20.9,9.0,1014.8,85.0,8.89,20.8,15.2,35.2,42.4,0,0,0,1,Halifax
27/05/2016,8.3,20.8,5.8,1023.1,89.0,0.0,19.2,15.9,29.4,42.4,1,0,0,0,Halifax
28/05/2016,11.2,19.1,5.8,1018.2,92.0,5.59,11.4,15.6,33.5,44.6,1,0,1,1,Halifax
29/05/2016,9.4,17.0,5.0,1025.4,74.0,0.0,24.1,15.4,24.1,33.5,1,0,0,0,Halifax
30/05/2016,10.4,17.4,5.3,1019.3,97.0,9.91,11.4,18.1,35.2,51.9,1,0,0,1,Halifax
31/05/2016,17.3,24.0,14.0,1009.6,91.0,9.14,8.4,16.1,35.2,48.2,0,0,0,1,Halifax
1/06/2016,14.6,24.1,11.6,1016.7,72.0,0.0,24.1,21.5,33.5,48.2,0,0,0,0,Halifax
2/06/2016,8.4,16.7,1.8,1027.4,77.0,0.0,24.0,12.2,22.2,31.7,0,0,0,0,Halifax
3/06/2016,9.9,14.5,1.8,1022.8,84.0,0.0,23.3,17.6,25.9,35.2,0,0,0,0,Halifax
4/06/2016,12.0,20.0,7.0,1016.3,84.0,0.0,16.1,8.7,18.3,38.36666666666667,0,0,0,1,Halifax
5/06/2016,13.7,21.4,8.2,1015.3,84.0,0.0,19.8,9.3,20.6,38.36666666666667,0,0,0,1,Halifax
6/06/2016,11.0,13.0,9.0,1009.9,99.0,8.64,2.4,24.6,37.0,55.4,1,0,0,1,Halifax
7/06/2016,12.8,18.0,8.7,1004.2,98.0,1.27,6.1,12.4,24.1,31.7,1,0,0,1,Halifax
8/06/2016,13.3,18.0,10.6,995.0,99.0,31.5,6.1,15.9,27.8,43.525,1,0,0,1,Halifax
9/06/2016,12.4,15.2,10.0,992.7,82.0,5.84,23.8,21.7,31.7,42.4,1,0,0,0,Halifax
10/06/2016,9.5,13.0,7.0,1002.2,84.0,0.0,22.0,24.1,33.5,44.6,1,0,0,0,Halifax
11/06/2016,14.1,20.6,7.2,1011.2,70.0,0.0,24.1,15.6,24.1,33.5,0,0,0,0,Halifax
12/06/2016,11.9,20.6,9.5,1002.8,95.0,0.51,12.7,16.1,29.4,44.6,1,0,0,1,Halifax
13/06/2016,11.9,14.0,11.0,995.6,92.0,2.54,10.6,14.6,24.1,33.5,1,0,0,1,Halifax
14/06/2016,9.9,14.1,8.5,998.1,93.0,1.78,17.4,17.8,29.4,37.0,1,0,0,0,Halifax
15/06/2016,9.9,12.0,8.0,1004.7,87.0,3.3,22.2,21.3,31.7,38.9,1,0,0,0,Halifax
16/06/2016,10.4,13.5,8.4,1007.3,84.0,2.29,23.8,17.4,29.4,40.7,1,0,0,0,Halifax
17/06/2016,11.1,18.0,5.0,1010.5,65.0,0.0,24.1,19.1,35.2,50.0,0,0,0,0,Halifax
18/06/2016,14.3,23.3,6.0,1020.1,47.0,0.0,24.1,15.2,25.9,40.7,0,0,0,0,Halifax
19/06/2016,19.4,27.0,12.0,1023.9,36.0,0.0,24.1,20.4,35.2,44.6,0,0,0,0,Halifax
20/06/2016,18.3,26.9,11.8,1022.9,36.0,0.0,24.1,24.4,35.2,48.2,0,0,0,0,Halifax
21/06/2016,15.2,22.0,10.0,1009.6,78.0,0.0,19.2,18.7,38.9,53.5,1,0,0,1,Halifax
22/06/2016,17.1,24.0,13.0,1008.1,86.0,0.76,12.1,14.1,29.4,44.6,0,0,0,1,Halifax
23/06/2016,16.7,23.6,12.0,1009.0,77.0,1.27,16.6,15.6,31.7,46.5,1,0,1,1,Halifax
24/06/2016,17.7,23.6,10.5,1014.0,54.0,0.0,24.1,13.9,25.9,35.2,0,0,0,0,Halifax
25/06/2016,18.0,24.0,12.0,1022.8,53.0,0.0,24.1,11.9,16.5,27.8,0,0,0,0,Halifax
26/06/2016,18.4,26.0,10.6,1023.3,60.0,0.0,22.0,12.8,24.1,27.8,0,0,0,1,Halifax
27/06/2016,19.4,26.0,10.6,1019.2,70.0,0.51,19.5,18.0,37.0,51.9,1,0,0,0,Halifax
28/06/2016,18.6,24.3,13.0,1019.9,72.0,0.0,23.0,24.3,35.2,48.2,1,0,0,0,Halifax
29/06/2016,18.1,24.9,13.2,1018.2,100.0,0.51,2.9,13.9,24.1,33.5,1,0,0,1,Halifax
30/06/2016,19.3,26.0,16.0,1013.3,92.0,2.54,10.6,14.3,24.1,44.53333333333333,1,0,0,1,Halifax
1/07/2016,20.8,26.3,16.0,1016.8,71.0,9.4,24.1,12.6,25.9,38.9,0,0,0,0,Halifax
2/07/2016,16.3,26.7,12.5,1013.5,90.0,0.0,15.8,17.8,25.9,40.7,1,0,1,1,Halifax
3/07/2016,18.0,22.4,12.5,1008.9,64.0,9.14,19.5,23.5,35.2,55.4,0,0,0,1,Halifax
4/07/2016,20.1,27.0,12.0,1011.2,52.0,0.0,24.1,21.9,37.0,50.0,0,0,0,0,Halifax
5/07/2016,21.2,27.1,12.2,1009.8,58.0,0.0,24.0,18.5,33.5,40.7,0,0,0,0,Halifax
6/07/2016,17.9,22.0,15.0,1008.6,80.0,4.83,18.5,11.9,20.6,31.7,1,0,0,1,Halifax
7/07/2016,12.9,22.3,10.7,1015.8,86.0,0.51,23.0,13.5,24.1,37.0,1,0,0,0,Halifax
8/07/2016,12.6,16.2,10.8,1012.2,94.0,26.16,15.0,19.8,33.5,46.5,1,0,0,0,Halifax
9/07/2016,13.7,17.1,10.6,1014.7,87.0,0.0,23.0,13.1,18.3,38.4,1,0,0,0,Halifax
10/07/2016,13.1,17.4,10.6,1013.3,94.0,1.02,18.0,10.9,16.5,38.4,1,0,0,0,Halifax
11/07/2016,15.1,21.0,12.0,1010.1,79.0,14.99,15.3,22.2,35.2,51.9,1,0,0,0,Halifax
12/07/2016,19.5,29.0,13.0,1013.1,63.0,0.0,24.1,14.1,25.9,27.8,1,0,1,0,Halifax
13/07/2016,19.4,28.6,12.6,1017.3,69.0,0.51,24.1,10.7,25.9,45.4,0,0,1,0,Halifax
14/07/2016,19.4,26.0,14.3,1016.5,80.0,0.0,21.1,22.6,33.5,51.9,0,0,0,1,Halifax
15/07/2016,21.0,28.4,17.0,1010.3,86.0,6.86,17.4,25.4,35.2,50.0,1,0,0,1,Halifax
16/07/2016,22.9,30.0,16.9,1013.0,77.0,0.0,17.4,13.0,24.1,31.7,0,0,0,1,Halifax
17/07/2016,20.7,30.0,16.4,1020.3,89.0,0.0,15.6,10.4,22.2,27.8,1,0,0,1,Halifax
18/07/2016,19.4,23.0,16.0,1018.0,92.0,1.27,17.5,15.0,29.4,38.9,0,0,0,1,Halifax
19/07/2016,20.7,26.0,17.0,1012.0,74.0,0.0,13.8,18.1,27.8,37.0,0,0,0,0,Halifax
20/07/2016,18.7,26.1,13.0,1013.4,56.0,0.0,24.1,20.9,37.0,48.2,0,0,0,0,Halifax
21/07/2016,21.4,28.0,15.0,1015.2,54.0,0.0,24.1,14.1,22.2,37.0,0,0,0,0,Halifax
22/07/2016,19.8,28.0,14.4,1011.7,76.0,0.0,24.1,22.2,33.5,51.9,0,0,0,0,Halifax
23/07/2016,20.2,26.0,17.0,1006.0,86.0,0.0,13.5,19.4,35.2,48.2,0,0,0,1,Halifax
24/07/2016,21.2,29.0,15.0,1008.8,77.0,0.0,22.0,9.6,22.2,35.2,1,0,1,1,Halifax
25/07/2016,22.6,29.3,14.9,1012.6,74.0,0.0,24.1,8.3,20.6,27.8,0,0,0,0,Halifax
26/07/2016,18.6,22.0,16.0,1009.4,96.0,7.87,10.9,14.6,22.2,29.4,1,0,0,1,Halifax
27/07/2016,21.4,28.0,18.0,1010.5,83.0,0.51,10.5,7.8,16.5,30.8,0,0,0,1,Halifax
28/07/2016,22.1,28.0,16.0,1013.2,77.0,0.0,17.5,12.2,22.2,31.7,0,0,0,1,Halifax
29/07/2016,20.9,28.2,16.3,1013.6,79.0,0.0,16.7,13.9,24.1,38.9,0,0,0,1,Halifax
30/07/2016,21.9,27.2,16.5,1012.7,76.0,0.0,15.9,12.0,24.1,35.2,0,0,0,1,Halifax
31/07/2016,21.8,27.5,16.8,1017.5,58.0,0.0,24.1,11.5,22.2,27.8,0,0,0,0,Halifax
1/08/2016,20.3,27.3,13.9,1019.6,62.0,0.0,24.1,10.4,18.3,35.2,0,0,0,0,Halifax
2/08/2016,19.6,26.7,13.1,1021.0,64.0,0.0,24.1,10.2,22.2,27.8,0,0,0,0,Halifax
3/08/2016,17.8,24.4,10.0,1021.4,71.0,0.0,23.7,9.8,20.6,35.175,0,0,0,1,Halifax
4/08/2016,17.3,24.8,10.4,1021.0,82.0,5.33,24.1,14.8,29.4,37.0,1,0,0,0,Halifax
5/08/2016,20.2,27.3,13.9,1016.4,72.0,0.0,24.1,20.0,31.7,40.7,0,0,0,0,Halifax
6/08/2016,20.4,27.3,15.0,1008.4,81.0,0.0,23.3,24.1,35.2,57.6,1,0,0,0,Halifax
7/08/2016,21.3,27.0,17.7,1003.7,76.0,1.02,17.1,15.4,31.7,40.7,1,0,0,1,Halifax
8/08/2016,19.6,27.2,15.1,1009.0,58.0,0.0,24.1,19.8,33.5,53.5,0,0,0,0,Halifax
9/08/2016,18.2,24.4,12.3,1016.8,56.0,0.0,24.1,15.6,22.2,37.0,0,0,0,0,Halifax
10/08/2016,19.9,28.0,14.0,1022.1,56.0,0.0,24.0,12.6,25.9,38.9,0,0,0,0,Halifax
11/08/2016,21.1,28.2,13.2,1016.9,78.0,0.0,22.7,14.3,33.5,37.0,1,0,0,0,Halifax
12/08/2016,21.2,29.0,17.1,1010.4,88.0,0.0,19.3,12.2,24.1,37.95,1,0,0,1,Halifax
13/08/2016,17.8,25.8,13.6,1013.8,76.0,0.0,24.1,9.1,14.8,37.95,0,0,0,0,Halifax
14/08/2016,16.8,23.3,13.6,1013.8,96.0,9.91,12.6,14.4,25.9,38.9,1,0,0,1,Halifax
15/08/2016,18.7,21.7,15.6,1015.7,90.0,0.0,15.0,11.5,18.3,37.95,1,0,0,1,Halifax
16/08/2016,18.8,25.1,14.0,1021.4,76.0,0.0,21.9,10.0,16.5,43.86666666666667,0,0,0,1,Halifax
17/08/2016,17.8,26.0,13.8,1013.0,94.0,23.88,14.8,18.1,40.7,59.4,1,0,0,0,Halifax
18/08/2016,19.8,27.0,15.8,1009.8,78.0,0.0,23.3,18.5,27.8,35.2,1,0,0,0,Halifax
19/08/2016,21.1,26.9,15.8,1009.8,66.0,0.0,24.1,15.2,24.1,37.0,0,0,0,0,Halifax
20/08/2016,17.8,24.9,13.5,1016.5,85.0,0.0,17.2,10.0,20.6,27.8,0,0,0,1,Halifax
21/08/2016,18.6,23.3,13.5,1019.2,84.0,0.0,17.2,13.0,22.2,35.2,0,0,0,1,Halifax
22/08/2016,20.8,26.6,15.6,1012.5,92.0,0.51,20.9,16.7,27.8,42.4,1,0,0,0,Halifax
23/08/2016,18.8,26.7,13.6,1014.9,68.0,1.02,23.8,24.1,33.5,46.5,1,0,0,0,Halifax
24/08/2016,20.3,27.0,14.0,1020.9,62.0,0.0,24.1,17.0,27.8,37.0,0,0,0,0,Halifax
25/08/2016,20.4,26.9,13.2,1018.9,76.0,0.0,24.1,19.1,27.8,38.9,0,0,0,0,Halifax
26/08/2016,19.1,26.7,15.1,1015.2,92.0,0.51,20.1,20.2,24.1,35.2,1,0,0,0,Halifax
27/08/2016,20.1,23.8,16.5,1016.1,83.0,2.29,18.3,17.8,29.4,38.9,0,0,0,0,Halifax
28/08/2016,16.6,23.8,11.6,1025.3,78.0,0.0,17.1,10.0,22.2,29.4,0,0,0,1,Halifax
29/08/2016,18.1,23.2,11.6,1016.6,88.0,0.0,24.1,18.7,33.5,48.2,1,0,0,0,Halifax
30/08/2016,18.1,23.0,13.0,1015.5,64.0,0.0,24.1,18.5,31.7,50.0,0,0,0,0,Halifax
31/08/2016,18.8,25.2,13.2,1013.8,72.0,0.0,24.1,15.0,25.9,38.9,1,0,0,0,Halifax
1/09/2016,18.4,25.2,14.6,1010.0,94.0,0.25,17.7,12.0,51.9,70.6,1,0,1,1,Halifax
